"Android Package","Android Class","Android Type","Android Method","OHOS Package","OHOS Class","OHOS Type","OHOS Method"
"","","","","ohos.distributedschedule.interwork","DeviceInfo","class","setDeviceInfo"
"","","","","ohos.distributedschedule.interwork","DeviceInfo","class","marshalling"
"","","","","ohos.distributedschedule.interwork","DeviceInfo","class","setDeviceType"
"","","","","ohos.distributedschedule.interwork","DeviceInfo","class","setDeviceState"
"","","","","ohos.distributedschedule.interwork","DeviceInfo","class","unmarshalling"
"","","","","ohos.bundle","ElementName","class","equals"
"","","","","ohos.bundle","ElementName","class","getDeviceId"
"","","","","ohos.bundle","ElementName","class","setAbilityName"
"","","","","ohos.bundle","ElementName","class","setBundleName"
"","","","","ohos.bundle","ElementName","class","setDeviceId"
"","","","","ohos.global.i18n.text","DateFormatUtil","class","format"
"","","","","ohos.global.i18n.text","DateFormatUtil","class","getBestPattern"
"","","","","ohos.global.i18n.text","DateFormatUtil","class","getLongStandAloneWeekdayNames"
"","","","","ohos.global.i18n.text","DateFormatUtil","class","getOrder"
"","","","","ohos.global.i18n.text","DateFormatUtil","class","getShortMonthNames"
"","","","","ohos.global.i18n.text","DateFormatUtil","class","getShortStandAloneMonthNames"
"","","","","ohos.global.i18n.text","DateFormatUtil","class","getShortStandAloneWeekdayNames"
"","","","","ohos.global.i18n.text","DateFormatUtil","class","getTimeFormat_Hm"
"","","","","ohos.global.i18n.text","DateFormatUtil","class","getTimeFormat_hm"
"","","","","ohos.global.i18n.text","DateFormatUtil","class","is24HourClock"
"","","","","ohos.media.common","Format","class","getDoubleValue"
"","","","","ohos.media.common","Format","class","getFormatMap"
"","","","","ohos.media.common","Format","class","getFormatArrays"
"","","","","ohos.media.common","Format","class","putDoubleValue"
"","","","","ohos.media.common","Format","class","toString"
"","","","","ohos.media.common","Format","class","setObjectFormat"
"","","","","ohos.ai.asr","AsrIntent.AsrEngineType","enum","values"
"","","","","ohos.ai.asr","AsrIntent.AsrEngineType","enum","getValue"
"","","","","ohos.utils.system","SystemCapability.Communication","class",""
"","","","","ohos.ai.asr","AsrIntent.AsrEngineType","enum","valueOf"
"","","","","ohos.multimodalinput.standard","MultimodalEventHandle","class","registerStandardizedEventHandle"
"","","","","ohos.multimodalinput.standard","MultimodalEventHandle","class","unregisterStandardizedEventHandle"
"","","","","ohos.media.camera.device","CameraAbility","interface","getParameterRange"
"","","","","ohos.media.camera.device","CameraAbility","interface","getMinCaptureDuration"
"","","","","ohos.media.camera.device","CameraAbility","interface","getMinCaptureDuration"
"","","","","ohos.data.preferences","PreferencesFileReadException","class",""
"","","","","ohos.agp.components","DatePicker.ValueChangedListener","interface","onValueChanged"
"","","","","ohos.data.rdb","RdbIoErrException","class",""
"","","","","ohos.media.camera.device","CameraAbility","interface","getSupportedHighFrameRate"
"","","","","ohos.media.camera.device","CameraAbility","interface","getSupportedHighSizes"
"","","","","ohos.media.camera.device","CameraAbility","interface","getSupportedRunningModes"
"","","","","ohos.media.camera.device","CameraAbility","interface","getSupportedSizes"
"","","","","ohos.media.camera.device","CameraAbility","interface","getSupportedAeMode"
"","","","","ohos.media.camera.device","CameraAbility","interface","getSupportedAfMode"
"","","","","ohos.media.camera.device","CameraAbility","interface","getSupportedAwbMode"
"","","","","ohos.media.camera.device","CameraAbility","interface","getSupportedFaceDetection"
"","","","","ohos.media.camera.device","CameraAbility","interface","getSupportedFlashMode"
"","","","","ohos.media.camera.device","CameraAbility","interface","getSupportedFormats"
"","","","","ohos.media.camera.device","CameraAbility","interface","getSupportedHighFrameRate"
"","","","","ohos.agp.components","TableLayout.LayoutConfig","class",""
"","","","","ohos.media.camera.device","CameraAbility","interface","isFormatSupported"
"","","","","ohos.media.camera.device","CameraAbility","interface","getSupportedZoom"
"","","","","ohos.event.intentagent","IntentAgentConstant.OperationType","enum","valueOf"
"","","","","ohos.hiviewdfx","Debug.IpcType","enum","valueOf"
"","","","","ohos.event.intentagent","IntentAgentConstant.OperationType","enum","values"
"","","","","ohos.utils.system","SystemCapability.Notification","class",""
"","","","","ohos.hiviewdfx","Debug.IpcType","enum","values"
"","","","","ohos.event.commonevent","CommonEventPublishInfo","class","getSubscriberPermissions"
"","","","","ohos.event.commonevent","CommonEventPublishInfo","class","isOrdered"
"","","","","ohos.data.distributed.device","DeviceChangeCallback","interface","onChanged"
"","","","","ohos.global.resource","Entry","class","getType"
"","","","","ohos.global.resource","Entry","class","getPath"
"","","","","ohos.global.icu.text","TimeZoneFormat.ParseOption","enum","values"
"","","","","ohos.global.icu.util","TimeZone","class","getAvailableIDs"
"","","","","ohos.event.commonevent","CommonEventPublishInfo","class","setSticky"
"","","","","ohos.event.commonevent","CommonEventPublishInfo","class","setOrdered"
"","","","","ohos.event.commonevent","CommonEventPublishInfo","class","marshalling"
"","","","","ohos.event.commonevent","CommonEventPublishInfo","class","isSticky"
"","","","","ohos.global.icu.text","TimeZoneFormat.ParseOption","enum","valueOf"
"","","","","ohos.event.commonevent","CommonEventPublishInfo","class","unmarshalling"
"","","","","ohos.event.commonevent","CommonEventPublishInfo","class","toString"
"","","","","ohos.event.commonevent","CommonEventPublishInfo","class","setSubscriberPermissions"
"","","","","ohos.app","Context","interface","getGlobalTaskDispatcher"
"","","","","ohos.app","Context","interface","getIntArray"
"","","","","ohos.app","Context","interface","getDistributedDir"
"","","","","ohos.app","Context","interface","getColorMode"
"","","","","ohos.app","Context","interface","getCallingBundle"
"","","","","ohos.app","Context","interface","getAppType"
"","","","","ohos.app","Context","interface","getAbilityManager"
"","","","","ohos.app","Context","interface","createSerialTaskDispatcher"
"","","","","ohos.app","Context","interface","createParallelTaskDispatcher"
"","","","","ohos.app","Context","interface","compelVerifyUriPermission"
"","","","","ohos.app","Context","interface","compelVerifyUriPermission"
"","","","","ohos.app","Context","interface","compelVerifyPermission"
"","","","","ohos.app","Context","interface","canRequestPermission"
"","","","","ohos.agp.components","BaseItemProvider","class","setFilter"
"","","","","ohos.agp.components","BaseItemProvider","class","onItemMoved"
"","","","","ohos.agp.components","BaseItemProvider","class","notifyDataSetItemRemoved"
"","","","","ohos.agp.components","BaseItemProvider","class","notifyDataSetItemRangeRemoved"
"","","","","ohos.agp.components","BaseItemProvider","class","notifyDataSetItemRangeInserted"
"","","","","ohos.agp.components","BaseItemProvider","class","notifyDataSetItemRangeChanged"
"","","","","ohos.agp.components","BaseItemProvider","class","notifyDataSetItemChanged"
"","","","","ohos.agp.components","BaseItemProvider","class","getFilter"
"","","","","ohos.event.notification","NotificationRequest.NotificationConversationalContent","class","setTitle"
"","","","","ohos.event.notification","NotificationRequest.NotificationConversationalContent","class","toString"
"","","","","ohos.event.notification","NotificationRequest.NotificationConversationalContent","class","unmarshalling"
"","","","","ohos.global.icu.util","BuddhistCalendar","class","getType"
"","","","","ohos.agp.components","BaseItemProvider","class","getComponent"
"","","","","ohos.event.notification","NotificationRequest.NotificationConversationalContent","class","getText"
"","","","","ohos.event.notification","NotificationRequest.NotificationConversationalContent","class","getTitle"
"","","","","ohos.event.notification","NotificationRequest.NotificationConversationalContent","class","isConversationGroup"
"","","","","ohos.event.notification","NotificationRequest.NotificationConversationalContent","class","marshalling"
"","","","","ohos.event.notification","NotificationRequest.NotificationConversationalContent","class","setAdditionalText"
"","","","","ohos.event.notification","NotificationRequest.NotificationConversationalContent","class","setConversationGroup"
"","","","","ohos.event.notification","NotificationRequest.NotificationConversationalContent","class","setText"
"","","","","ohos.media.camera.params","ParameterKey.Key","class","toString"
"","","","","ohos.media.camera.params","ParameterKey.Key","class","hashCode"
"","","","","ohos.event.notification","NotificationRequest.NotificationConversationalContent","class","addConversationalMessage"
"","","","","ohos.event.notification","NotificationRequest.NotificationConversationalContent","class","getAdditionalText"
"","","","","ohos.event.notification","NotificationRequest.NotificationConversationalContent","class","getMessageUser"
"","","","","ohos.global.icu.text","RelativeDateTimeFormatter.RelativeDateTimeUnit","enum","values"
"","","","","ohos.global.icu.text","RelativeDateTimeFormatter.RelativeDateTimeUnit","enum","valueOf"
"","","","","ohos.batterymanager","BatteryInfo.BatteryChargeState","enum","values"
"","","","","ohos.batterymanager","BatteryInfo.BatteryChargeState","enum","valueOf"
"","","","","ohos.media.camera.params","ParameterKey.Key","class","cloneValue"
"","","","","ohos.media.camera.params","ParameterKey.Key","class","checkType"
"","","","","ohos.media.camera.params","ParameterKey.Key","class","equals"
"","","","","ohos.eventhandler","EventHandler","class","sendSyncEvent"
"","","","","ohos.eventhandler","EventHandler","class","sendSyncEvent"
"","","","","ohos.eventhandler","EventHandler","class","sendSyncEvent"
"","","","","ohos.eventhandler","EventHandler","class","sendTimingEvent"
"","","","","ohos.eventhandler","EventHandler","class","sendTimingEvent"
"","","","","ohos.eventhandler","EventHandler","class","sendTimingEvent"
"","","","","ohos.eventhandler","EventHandler","class","sendEvent"
"","","","","ohos.eventhandler","EventHandler","class","sendEvent"
"","","","","ohos.eventhandler","EventHandler","class","sendEvent"
"","","","","ohos.eventhandler","EventHandler","class","sendEvent"
"","","","","ohos.eventhandler","EventHandler","class","sendEvent"
"","","","","ohos.eventhandler","EventHandler","class","sendSyncEvent"
"","","","","ohos.eventhandler","EventHandler","class","sendEvent"
"","","","","ohos.eventhandler","EventHandler","class","sendEvent"
"","","","","ohos.eventhandler","EventHandler","class","removeEvent"
"","","","","ohos.eventhandler","EventHandler","class","removeEvent"
"","","","","ohos.eventhandler","EventHandler","class","removeTask"
"","","","","ohos.eventhandler","EventHandler","class","removeEvent"
"","","","","ohos.eventhandler","EventHandler","class","postTask"
"","","","","ohos.eventhandler","EventHandler","class","postTask"
"","","","","ohos.eventhandler","EventHandler","class","postTask"
"","","","","ohos.eventhandler","EventHandler","class","postTimingTask"
"","","","","ohos.eventhandler","EventHandler","class","postTimingTask"
"","","","","ohos.eventhandler","EventHandler","class","postTask"
"","","","","ohos.agp.components","TabList.Tab","class","getPosition"
"","","","","ohos.agp.components","MagicLayout.LayoutConfig","class","applyToComponent"
"","","","","ohos.global.icu.lang","UCharacter.VerticalOrientation","interface",""
"","","","","ohos.agp.components","TabList.Tab","class","getIconElement"
"","","","","ohos.sensor.data","CategoryOtherData","class",""
"","","","","ohos.agp.render.layoutboost","LayoutBoostUtils","class","getTextWeight"
"","","","","ohos.security.asset","AssetOperator","class","getInstance"
"","","","","ohos.wifi","WifiLinkedInfo","class","getBand"
"","","","","ohos.wifi","WifiLinkedInfo","class","isRestricted"
"","","","","ohos.wifi","WifiLinkedInfo","class","toString"
"","","","","ohos.location","Locator","class","requestEnableLocation"
"","","","","ohos.location","Locator","class","registerSwitchCallback"
"","","","","ohos.location","Locator","class","isLocationSwitchOn"
"","","","","ohos.global.icu.lang","UCharacter.BidiPairedBracketType","interface",""
"","","","","ohos.data.search.model","IndexType","interface",""
"","","","","ohos.sysappcomponents.calendar.column","AccountColumns","interface",""
"","","","","ohos.agp.render.layoutboost","LayoutBoostUtils","class","getTextFont"
"","","","","ohos.agp.render.layoutboost","LayoutBoostUtils","class","getItalic"
"","","","","ohos.agp.render.layoutboost","LayoutBoostUtils","class","getElement"
"","","","","ohos.agp.render.layoutboost","LayoutBoostUtils","class","getDimensionValue"
"","","","","ohos.agp.render.layoutboost","LayoutBoostUtils","class","getColorValue"
"","","","","ohos.location","Locator","class","unregisterSwitchCallback"
"","","","","ohos.data.search.schema","MessageItem","class","getRecipientName"
"","","","","ohos.data.search.schema","MessageItem","class","getRecipientPhone"
"","","","","ohos.data.search.schema","MessageItem","class","getAttachment"
"","","","","ohos.data.search.schema","MessageItem","class","getContent"
"","","","","ohos.data.orm","Blob","class","truncate"
"","","","","ohos.data.search.schema","MessageItem","class","getMessageSchema"
"","","","","ohos.data.orm","Blob","class","setBytes"
"","","","","ohos.data.orm","Blob","class","setBytes"
"","","","","ohos.data.search.schema","MessageItem","class","setSenderName"
"","","","","ohos.data.search.schema","MessageItem","class","setSenderPhone"
"","","","","ohos.data.search.schema","MessageItem","class","setRecipientName"
"","","","","ohos.data.search.schema","MessageItem","class","setRecipientPhone"
"","","","","ohos.data.search.schema","MessageItem","class","setAttachment"
"","","","","ohos.data.search.schema","MessageItem","class","setContent"
"","","","","ohos.data.search.schema","MessageItem","class","getSenderName"
"","","","","ohos.data.search.schema","MessageItem","class","getSenderPhone"
"","","","","ohos.agp.components","TextField","class","setBasement"
"","","","","ohos.agp.components","TextField","class","getBasement"
"","","","","ohos.data.distributed.common","KvStoreException","class","getKvStoreErrorCode"
"","","","","ohos.sysappcomponents.calendar.column","BaseColumns","interface",""
"","","","","ohos.data.orm","Blob","class","free"
"","","","","ohos.data.orm","Blob","class","equals"
"","","","","ohos.data.orm","Blob","class","getBinaryStream"
"","","","","ohos.data.orm","Blob","class","getBinaryStream"
"","","","","ohos.data.orm","Blob","class","hashCode"
"","","","","ohos.data.orm","Blob","class","getBytes"
"","","","","ohos.data.orm","Blob","class","position"
"","","","","ohos.data.orm","Blob","class","length"
"","","","","ohos.data.orm","Blob","class","setBinaryStream"
"","","","","ohos.data.orm","Blob","class","position"
"","","","","ohos.app","Context","interface","terminateAbility"
"","","","","ohos.global.icu.lang","UCharacter.DecompositionType","interface",""
"","","","","ohos.ai.cv.sr","IImageSuperResolution","interface","doSuperResolution"
"","","","","ohos.ai.cv.sr","IImageSuperResolution","interface","setVisionConfiguration"
"","","","","ohos.hiviewdfx","HiLogLabel","class",""
"","","","","ohos.app","Context","interface","setColorMode"
"","","","","ohos.app","Context","interface","restart"
"","","","","ohos.app","Context","interface","requestPermissionsFromUser"
"","","","","ohos.app","Context","interface","setShowOnLockScreen"
"","","","","ohos.app","Context","interface","setPattern"
"","","","","ohos.app","Context","interface","startAbility"
"","","","","ohos.app","Context","interface","setWakeUpScreen"
"","","","","ohos.app","Context","interface","getPattern"
"","","","","ohos.app","Context","interface","getLocalClassName"
"","","","","ohos.app","Context","interface","getMainTaskDispatcher"
"","","","","ohos.app","Context","interface","getProcessName"
"","","","","ohos.app","Context","interface","getPreferencesDir"
"","","","","ohos.app","Context","interface","getProcessInfo"
"","","","","ohos.app","Context","interface","getString"
"","","","","ohos.app","Context","interface","getStringArray"
"","","","","ohos.app","Context","interface","getResourceManager"
"","","","","ohos.app","Context","interface","getUITaskDispatcher"
"","","","","ohos.app","Context","interface","isCredentialEncryptedStorage"
"","","","","ohos.app","Context","interface","getThemeId"
"","","","","ohos.data.resultset","ResultSetWrapper","class","getAffectedByUris"
"","","","","ohos.interwork.event.intentagent","IntentAgentEx","class","unmarshalling"
"","","","","ohos.interwork.event.intentagent","IntentAgentEx","class","marshallingEx"
"","","","","ohos.interwork.event.intentagent","IntentAgentEx","class","marshalling"
"","","","","ohos.agp.components","SlideDrawer","class","verifyLayoutConfig"
"","","","","ohos.agp.components","SlideDrawer","class","toggleSmoothly"
"","","","","ohos.agp.components","SlideDrawer","class","toggleSmoothly"
"","","","","ohos.agp.components","SlideDrawer","class","toggleSmoothly"
"","","","","ohos.agp.components","SlideDrawer","class","toggleSmoothly"
"","","","","ohos.agp.components","SlideDrawer","class","toggle"
"","","","","ohos.agp.components","SlideDrawer","class","toggle"
"","","","","ohos.agp.components","SlideDrawer","class","setTouchForClose"
"","","","","ohos.agp.components","SlideDrawer","class","setSlideEnabled"
"","","","","ohos.agp.components","SlideDrawer","class","setOpenThreshold"
"","","","","ohos.agp.components","SlideDrawer","class","hasSlideDisables"
"","","","","ohos.agp.components","SlideDrawer","class","getSlideState"
"","","","","ohos.agp.components","SlideDrawer","class","isSlideEnabled"
"","","","","ohos.agp.components","SlideDrawer","class","hasSlideListeners"
"","","","","ohos.agp.components","SlideDrawer","class","getSlideDirection"
"","","","","ohos.agp.components","SlideDrawer","class","getOpenThreshold"
"","","","","ohos.agp.components","SlideDrawer","class","getSlideDistanceRatio"
"","","","","ohos.agp.components","SlideDrawer","class","getSlideDistance"
"","","","","ohos.agp.components","SlideDrawer","class","createLayoutConfig"
"","","","","ohos.agp.components","SlideDrawer","class","closeSmoothly"
"","","","","ohos.agp.components","SlideDrawer","class","getDisplayMode"
"","","","","ohos.agp.components","SlideDrawer","class","getDisplayMode"
"","","","","ohos.agp.components","SlideDrawer","class","closeSmoothly"
"","","","","ohos.agp.components","SlideDrawer","class","close"
"","","","","ohos.agp.components","SlideDrawer","class","closeSmoothly"
"","","","","ohos.agp.components","SlideDrawer","class","closeSmoothly"
"","","","","ohos.agp.components","SlideDrawer","class","setDisplayMode"
"","","","","ohos.agp.components","SlideDrawer","class","setDisplayMode"
"","","","","ohos.agp.components","SlideDrawer","class","setDisplayMode"
"","","","","ohos.agp.components","SlideDrawer","class","setMaximumSlideDistance"
"","","","","ohos.agp.components","SlideDrawer","class","removeAllSlideListeners"
"","","","","ohos.agp.components","SlideDrawer","class","removeComponents"
"","","","","ohos.agp.components","SlideDrawer","class","removeSlideDisable"
"","","","","ohos.agp.components","SlideDrawer","class","removeSlideListener"
"","","","","ohos.agp.components","SlideDrawer","class","openSmoothly"
"","","","","ohos.agp.components","SlideDrawer","class","openSmoothly"
"","","","","ohos.agp.components","SlideDrawer","class","openSmoothly"
"","","","","ohos.agp.components","SlideDrawer","class","removeAllSlideDisables"
"","","","","ohos.agp.components","SlideDrawer","class","isTouchForClose"
"","","","","ohos.agp.components","SlideDrawer","class","open"
"","","","","ohos.agp.components","SlideDrawer","class","open"
"","","","","ohos.agp.components","SlideDrawer","class","openSmoothly"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setAmbientOcclusionFactor"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setAmbientOcclusion"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setAlphaMode"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setAlphaCutoff"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setClearCoatRoughness"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setClearCoatFactor"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setBaseColorFactor"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setBaseColor"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getReflectance"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getNormalScale"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getNormal"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getMetallicFactor"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getType"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getSpecularFactor"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getSampler"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getRoughnessFactor"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setSampler"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setSpecularFactor"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setReflectance"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setRoughnessFactor"
"","","","","ohos.agp.components","SlideDrawer","class","addSlideListener"
"","","","","ohos.agp.components","SlideDrawer","class","close"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setType"
"","","","","ohos.agp.components","SlideDrawer","class","addSlideDisable"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setGlossinessFactor"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setMaterial"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setEmissive"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setEmissiveFactor"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setNormal"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setNormalScale"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setMaterialFlags"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","setMetallicFactor"
"","","","","ohos.wifi","WifiDevice","class","removeUntrustedConfig"
"","","","","ohos.batterymanager","BatteryInfo.BatteryLevel","enum","valueOf"
"","","","","ohos.utils.system","SystemCapability.IVI","class",""
"","","","","ohos.batterymanager","BatteryInfo.BatteryLevel","enum","values"
"","","","","ohos.eventhandler","EventHandler.Priority","enum","values"
"","","","","ohos.eventhandler","EventHandler.Priority","enum","valueOf"
"","","","","ohos.wifi","WifiDevice","class","getCountryCode"
"","","","","ohos.wifi","WifiDevice","class","addUntrustedConfig"
"","","","","ohos.wifi","WifiDevice","class","isFeatureSupported"
"","","","","ohos.wifi","WifiDevice","class","isConnected"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getBaseColorFactor"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getClearCoatFactor"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getClearCoatRoughness"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getEmissive"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getEmissiveFactor"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getGlossinessFactor"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getMaterial"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getMaterialFlags"
"","","","","ohos.security.fileprotect","ISfpPolicyManager","interface","getFlag"
"","","","","ohos.security.fileprotect","ISfpPolicyManager","interface","getLabel"
"","","","","ohos.security.fileprotect","ISfpPolicyManager","interface","setLabel"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getAlphaCutoff"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getAlphaMode"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getAmbientOcclusion"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getAmbientOcclusionFactor"
"","","","","ohos.agp.render.render3d.resources","MaterialDesc","class","getBaseColor"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","setEventAllocator"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","setProperty"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","getXMLResolver"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","isPropertySupported"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","getProperty"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","getXMLReporter"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","createXMLStreamReader"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","getEventAllocator"
"","","","","ohos.aafwk.ability","ProviderFormInfo","class","marshalling"
"","","","","ohos.aafwk.ability","ProviderFormInfo","class","mergeActions"
"","","","","ohos.aafwk.ability","ProviderFormInfo","class","getJsBindingData"
"","","","","ohos.aafwk.ability","ProviderFormInfo","class","isJsForm"
"","","","","ohos.aafwk.ability","ProviderFormInfo","class","createFromParcel"
"","","","","ohos.aafwk.ability","ProviderFormInfo","class","getComponentProvider"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","setXMLReporter"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","setXMLResolver"
"","","","","ohos.eventhandler","EventHandler","class","current"
"","","","","ohos.sensor.data","CategoryBodyData","class",""
"","","","","ohos.aafwk.ability","ProviderFormInfo","class","unmarshalling"
"","","","","ohos.aafwk.ability","ProviderFormInfo","class","setJsBindingData"
"","","","","ohos.eventhandler","EventHandler","class","postSyncTask"
"","","","","ohos.eventhandler","EventHandler","class","postSyncTask"
"","","","","ohos.eventhandler","EventHandler","class","isIdle"
"","","","","ohos.eventhandler","EventHandler","class","hasInnerEvent"
"","","","","ohos.eventhandler","EventHandler","class","hasInnerEvent"
"","","","","ohos.eventhandler","EventHandler","class","hasInnerEvent"
"","","","","ohos.eventhandler","EventHandler","class","hasInnerEvent"
"","","","","ohos.media.audio","AudioStreamInfo.StreamUsage","enum","values"
"","","","","ohos.media.audio","AudioStreamInfo.StreamUsage","enum","getValue"
"","","","","ohos.app.dispatcher.task","TaskPriority","enum","valueOf"
"","","","","ohos.app.dispatcher.task","TaskPriority","enum","values"
"","","","","ohos.miscservices.pasteboard","PasteData.Record","class","marshalling"
"","","","","ohos.miscservices.pasteboard","PasteData.Record","class","unmarshalling"
"","","","","ohos.media.audio","AudioStreamInfo.StreamUsage","enum","getEnum"
"","","","","ohos.media.audio","AudioStreamInfo.StreamUsage","enum","valueOf"
"","","","","ohos.system","FileStat","class","toString"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","newFactory"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","newFactory"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","createXMLEventReader"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","createXMLEventReader"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","createXMLEventReader"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","createXMLEventReader"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","newInstance"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","newInstance"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","createFilteredReader"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","createFilteredReader"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","createXMLStreamReader"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","createXMLStreamReader"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","createXMLStreamReader"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","createXMLStreamReader"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","createXMLEventReader"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","createXMLEventReader"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","createXMLStreamReader"
"","","","","ohos.javax.xml.stream","XMLInputFactory","class","createXMLEventReader"
"","","","","ohos.data.distributed.common","FieldNode","class","getDefaultValue"
"","","","","ohos.data.distributed.common","FieldNode","class","getFieldName"
"","","","","ohos.data.distributed.common","FieldNode","class","appendChild"
"","","","","ohos.data.distributed.common","FieldNode","class","getChildren"
"","","","","ohos.data.distributed.common","FieldNode","class","setDefault"
"","","","","ohos.data.distributed.common","FieldNode","class","setDefault"
"","","","","ohos.data.distributed.common","FieldNode","class","getType"
"","","","","ohos.data.distributed.common","FieldNode","class","isNullable"
"","","","","ohos.data.distributed.common","FieldNode","class","setDefault"
"","","","","ohos.data.distributed.common","FieldNode","class","setDefaultNull"
"","","","","ohos.data.distributed.common","FieldNode","class","setDefault"
"","","","","ohos.data.distributed.common","FieldNode","class","setDefault"
"","","","","ohos.security.permission","Permission","class","requestPermissionsFromRemote"
"","","","","ohos.security.permission","Permission","class","canRequestPermissionFromRemote"
"","","","","ohos.data.distributed.common","FieldNode","class","setType"
"","","","","ohos.data.distributed.common","FieldNode","class","setNullable"
"","","","","ohos.miscservices.pasteboard","PasteData.Record","class","createIntentRecord"
"","","","","ohos.miscservices.pasteboard","PasteData.Record","class","createHtmlTextRecord"
"","","","","ohos.security.permission","Permission","class","verifySelfPermissionFromRemote"
"","","","","ohos.security.permission","Permission","class","verifyPermissionFromRemote"
"","","","","ohos.miscservices.pasteboard","PasteData.Record","class","createUriRecord"
"","","","","ohos.miscservices.pasteboard","PasteData.Record","class","createPlainTextRecord"
"","","","","ohos.miscservices.pasteboard","PasteData.Record","class","getMimeType"
"","","","","ohos.miscservices.wallpaper","WallpaperColorsCollection","class","count"
"","","","","ohos.miscservices.wallpaper","WallpaperColorsCollection","class","hasNext"
"","","","","ohos.miscservices.wallpaper","WallpaperColorsCollection","class","getNthRepresentativeColor"
"","","","","ohos.sysappcomponents.calendar.column","EventsColumns","interface",""
"","","","","ohos.miscservices.wallpaper","WallpaperColorsCollection","class","next"
"","","","","ohos.data.resultset","AbsSharedResultSet","class","close"
"","","","","ohos.data.resultset","AbsSharedResultSet","class","goToRow"
